timestamp,machine_id,category,issue_description,severity,location
2025-02-25 18:05:04.413183,M351,Parts & Supply,Engine block casting defects,Medium,Stephanietown
2025-02-06 16:07:04.397242,M689,Machinery & Equipment,Lathe machine spindle failure,High,New Teresachester
2025-02-03 01:45:23.588648,M340,Machinery & Equipment,Lathe machine spindle failure,High,New Juan
2025-02-11 03:55:24.671409,M415,Logistics & Storage,Inventory mismatch in parts database,Low,Harveyborough
2025-02-05 01:48:53.375196,M802,Logistics & Storage,Barcode scanner failure in warehouse,High,Mendezburgh
2025-02-22 22:05:42.713872,M867,Machinery & Equipment,Hydraulic press pressure loss,High,West Stephenmouth
2025-02-16 22:16:09.991577,M639,Parts & Supply,Engine block casting defects,High,Caseyville
2025-01-28 00:13:00.471103,M206,Sensor & Electrical,Battery pack overheating in EV assembly,High,Port Steven
2025-02-15 17:34:16.365784,M301,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Zacharymouth
2025-02-19 20:12:53.106739,M397,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Kellyshire
2025-02-28 21:31:18.310527,M546,Parts & Supply,Incorrect tire specifications received,Low,New Jeffrey
2025-02-15 20:57:54.545688,M182,Logistics & Storage,Barcode scanner failure in warehouse,High,Isaacport
2025-01-22 05:50:42.262407,M679,Parts & Supply,Engine block casting defects,Low,Arnoldburgh
2025-01-30 00:10:50.463335,M517,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Suzanneview
2025-02-11 06:46:22.947102,M955,Machinery & Equipment,Lathe machine spindle failure,High,West Steven
2025-01-24 01:59:41.544341,M465,Logistics & Storage,Inventory mismatch in parts database,Low,North Michaelbury
2025-01-03 02:27:51.863152,M342,Parts & Supply,Delayed shipment of brake pads,Low,Michaelbury
2025-02-08 02:59:23.627665,M494,Assembly Line,Spot welding machine misfire,Medium,East Jody
2025-02-13 11:42:22.221315,M101,Assembly Line,Robotic arm calibration failure,High,Port Daniel
2025-01-27 06:16:09.130317,M442,Logistics & Storage,Forklift fuel leakage,Medium,South Arielside
2025-02-23 22:50:21.878993,M961,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Garciafort
2025-01-02 13:24:19.669541,M671,Parts & Supply,Engine block casting defects,Medium,East Brian
2025-01-26 03:34:44.841603,M533,Parts & Supply,Delayed shipment of brake pads,Low,Craigburgh
2025-02-01 06:15:06.773799,M716,Logistics & Storage,Tire storage humidity too high,Low,North Malloryland
2025-02-07 17:30:02.315849,M566,Assembly Line,Paint sprayer clogging,Medium,Port Amy
2025-01-29 14:21:43.138289,M869,Parts & Supply,Defective windshield batch,Medium,New Brendashire
2025-02-15 21:36:06.923245,M258,Machinery & Equipment,Injection molding machine nozzle clog,Low,Port Donnafurt
2025-01-25 19:50:27.785960,M982,Logistics & Storage,Inventory mismatch in parts database,Low,Brandyview
2025-02-27 17:01:25.113909,M449,Sensor & Electrical,Battery pack overheating in EV assembly,High,Martintown
2025-01-30 14:55:33.952904,M632,Assembly Line,Robotic arm calibration failure,High,West Jenniferton
2025-01-22 04:03:20.595218,M951,Logistics & Storage,Barcode scanner failure in warehouse,High,Garzaborough
2025-02-18 06:19:39.081997,M726,Logistics & Storage,Forklift fuel leakage,High,East Megan
2025-02-17 12:38:03.495454,M242,Parts & Supply,Delayed shipment of brake pads,Low,Jasonborough
2025-02-14 16:49:56.431154,M504,Parts & Supply,Delayed shipment of brake pads,Low,Michellehaven
2025-03-03 03:07:34.242133,M289,Machinery & Equipment,Injection molding machine nozzle clog,Low,West Janetstad
2025-02-16 06:28:30.349202,M673,Assembly Line,Conveyor belt misalignment,Medium,Martinezbury
2025-03-05 22:44:55.666109,M541,Logistics & Storage,Inventory mismatch in parts database,Low,West Michaelfurt
2025-03-03 10:58:12.345701,M420,Assembly Line,Robotic arm calibration failure,High,Port Joshua
2025-02-17 08:09:12.350377,M862,Assembly Line,Spot welding machine misfire,High,Sandraport
2025-01-06 15:38:21.327093,M848,Logistics & Storage,Inventory mismatch in parts database,Low,Jeremyfort
2025-02-22 11:01:52.379597,M507,Logistics & Storage,Forklift fuel leakage,Low,Ericview
2025-02-10 06:25:04.789964,M914,Parts & Supply,Delayed shipment of brake pads,Low,Robertbury
2025-02-15 14:36:47.344605,M946,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,Luischester
2025-01-09 02:35:42.360133,M993,Assembly Line,Conveyor belt misalignment,Medium,Stephensstad
2025-01-25 04:12:18.932738,M561,Parts & Supply,Delayed shipment of brake pads,Low,New Lauraberg
2025-02-05 04:58:23.004317,M964,Parts & Supply,Incorrect tire specifications received,Low,Colemanstad
2025-01-25 10:16:14.463596,M855,Sensor & Electrical,Battery pack overheating in EV assembly,High,West Michelle
2025-02-13 19:54:19.423567,M540,Logistics & Storage,Tire storage humidity too high,Medium,West Nicole
2025-01-31 10:14:18.492168,M978,Machinery & Equipment,Injection molding machine nozzle clog,Low,Lake Janet
2025-01-23 19:58:45.438446,M679,Logistics & Storage,Forklift fuel leakage,Low,Russellmouth
2025-01-18 15:10:12.681877,M636,Parts & Supply,Engine block casting defects,High,North Evelyn
2025-02-06 04:43:35.725283,M809,Logistics & Storage,Barcode scanner failure in warehouse,High,South Janet
2025-02-01 18:10:06.363533,M952,Machinery & Equipment,CNC machine overheating,High,New Matthewton
2025-01-24 21:32:20.264861,M894,Machinery & Equipment,Lathe machine spindle failure,High,Lake Rebekahstad
2025-02-15 08:03:59.342105,M621,Assembly Line,Spot welding machine misfire,Low,South Sandraborough
2025-01-14 07:43:30.208469,M785,Machinery & Equipment,Lathe machine spindle failure,High,Port Jakestad
2025-02-21 01:21:13.548918,M394,Parts & Supply,Defective windshield batch,Medium,North Elizabeth
2025-02-25 07:10:47.357252,M335,Logistics & Storage,Tire storage humidity too high,High,Stephanieville
2025-02-25 12:16:01.404146,M215,Assembly Line,Spot welding machine misfire,Low,South Gregoryport
2025-03-04 18:25:32.407556,M853,Machinery & Equipment,Hydraulic press pressure loss,Medium,North Robert
2025-02-18 14:23:08.616089,M700,Logistics & Storage,Tire storage humidity too high,Low,Port Chelsea
2025-01-12 06:14:28.091818,M636,Assembly Line,Spot welding machine misfire,Medium,Ericfurt
2025-01-07 03:42:13.322904,M397,Machinery & Equipment,Lathe machine spindle failure,High,West Sheilatown
2025-01-24 06:41:28.289997,M485,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Aprilberg
2025-02-02 06:24:53.754570,M235,Assembly Line,Paint sprayer clogging,Medium,East Taylor
2025-01-10 17:50:18.198326,M106,Parts & Supply,Engine block casting defects,Medium,Taylorburgh
2025-02-12 05:59:17.023747,M413,Parts & Supply,Defective windshield batch,Medium,East Jeffport
2025-02-10 00:04:09.848693,M176,Parts & Supply,Incorrect tire specifications received,Low,South Judith
2025-01-01 13:46:20.021306,M434,Parts & Supply,Incorrect tire specifications received,Low,Riverashire
2025-02-10 15:29:37.856735,M704,Assembly Line,Conveyor belt misalignment,Medium,South Zachary
2025-03-03 14:59:44.853919,M170,Assembly Line,Spot welding machine misfire,Medium,Lake Johnny
2025-02-18 01:02:11.326999,M859,Parts & Supply,Defective windshield batch,Medium,Lawrencehaven
2025-03-05 15:31:22.692055,M148,Parts & Supply,Engine block casting defects,High,Jeffreyport
2025-02-07 00:14:05.157548,M652,Logistics & Storage,Forklift fuel leakage,Low,Benjaminland
2025-01-24 17:42:12.842669,M125,Logistics & Storage,Barcode scanner failure in warehouse,High,Jillberg
2025-02-02 11:58:16.974975,M440,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,Meganport
2025-02-08 21:11:28.499529,M137,Machinery & Equipment,Hydraulic press pressure loss,Low,Knightport
2025-01-31 16:09:53.387254,M574,Parts & Supply,Defective windshield batch,Medium,Huffburgh
2025-01-21 10:37:20.026040,M842,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Smithberg
2025-02-21 01:42:30.760008,M949,Parts & Supply,Delayed shipment of brake pads,Low,Nathanchester
2025-02-01 19:25:42.955675,M956,Assembly Line,Robotic arm calibration failure,High,West Billyhaven
2025-02-03 02:44:34.870315,M304,Parts & Supply,Defective windshield batch,Medium,Scottton
2025-01-18 00:59:57.087751,M677,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,North Glentown
2025-01-19 01:12:53.615004,M770,Sensor & Electrical,Battery pack overheating in EV assembly,High,Delgadoport
2025-01-30 17:48:24.612359,M574,Logistics & Storage,Forklift fuel leakage,High,South Danny
2025-01-05 08:09:39.879936,M654,Sensor & Electrical,Battery pack overheating in EV assembly,High,New Danaville
2025-01-30 17:09:30.980828,M236,Sensor & Electrical,Battery pack overheating in EV assembly,High,Lake Lindsayhaven
2025-02-04 19:48:36.074795,M963,Logistics & Storage,Inventory mismatch in parts database,Low,Port Jamesmouth
2025-01-31 10:54:45.054715,M684,Assembly Line,Paint sprayer clogging,Medium,Matthewberg
2025-02-18 23:15:04.063879,M403,Parts & Supply,Engine block casting defects,Low,Hughesborough
2025-02-12 18:10:19.621942,M254,Logistics & Storage,Inventory mismatch in parts database,Low,West Keithview
2025-02-01 02:09:51.609919,M203,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Emilyshire
2025-02-25 11:24:38.452080,M373,Assembly Line,Conveyor belt misalignment,Medium,West Amyfurt
2025-02-26 22:48:52.495934,M144,Parts & Supply,Delayed shipment of brake pads,Low,South Nicoleton
2025-02-19 14:29:49.773966,M125,Parts & Supply,Incorrect tire specifications received,Low,Amandamouth
2025-02-03 18:12:28.267395,M682,Assembly Line,Paint sprayer clogging,Medium,Lake Jeffrey
2025-02-16 05:40:37.940579,M709,Assembly Line,Robotic arm calibration failure,High,New Kristinland
2025-01-05 18:11:52.723555,M623,Machinery & Equipment,Lathe machine spindle failure,High,South Michaelmouth
2025-01-30 04:30:10.557635,M116,Parts & Supply,Delayed shipment of brake pads,Low,Port Justin
2025-03-04 22:10:36.792603,M166,Logistics & Storage,Tire storage humidity too high,Low,West Susanville
2025-01-11 05:01:08.100971,M338,Logistics & Storage,Tire storage humidity too high,Low,New Johnview
2025-01-04 20:04:23.524655,M962,Sensor & Electrical,Battery pack overheating in EV assembly,High,Port Chelseaview
2025-02-23 23:52:24.097502,M244,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Johnshire
2025-02-05 20:23:17.273640,M179,Parts & Supply,Incorrect tire specifications received,Low,Riddleview
2025-02-22 07:26:21.476534,M370,Machinery & Equipment,Lathe machine spindle failure,High,North Melissa
2025-01-12 07:17:54.695278,M491,Machinery & Equipment,Injection molding machine nozzle clog,High,Andresmouth
2025-02-19 11:58:51.743373,M696,Logistics & Storage,Tire storage humidity too high,Low,Johnberg
2025-01-26 20:29:26.277117,M774,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,New Francesborough
2025-01-14 00:38:18.962433,M313,Logistics & Storage,Tire storage humidity too high,Medium,Port Timothyside
2025-01-30 01:38:34.096321,M791,Parts & Supply,Delayed shipment of brake pads,Low,North Natalie
2025-02-03 04:13:31.483123,M681,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Port Johnhaven
2025-01-06 12:54:09.148758,M861,Assembly Line,Conveyor belt misalignment,Medium,Hursttown
2025-01-24 06:29:41.921517,M885,Logistics & Storage,Forklift fuel leakage,High,South Dillon
2025-02-17 23:12:15.269286,M662,Sensor & Electrical,Faulty RFID scanner at inventory check,High,Curtismouth
2025-01-26 04:23:03.796121,M441,Machinery & Equipment,CNC machine overheating,High,Port Malloryton
2025-02-23 05:41:20.453382,M382,Machinery & Equipment,CNC machine overheating,High,Amandafort
2025-03-01 21:20:31.091887,M560,Sensor & Electrical,Battery pack overheating in EV assembly,High,Lake Paulview
2025-01-10 06:44:34.787160,M933,Logistics & Storage,Barcode scanner failure in warehouse,High,Codyborough
2025-01-21 23:19:21.743577,M583,Assembly Line,Conveyor belt misalignment,Medium,Greenchester
2025-03-04 13:53:32.958861,M722,Parts & Supply,Delayed shipment of brake pads,Low,Teresaside
2025-01-04 09:41:37.782252,M523,Assembly Line,Robotic arm calibration failure,High,Mitchellmouth
2025-01-01 15:55:09.250078,M955,Parts & Supply,Delayed shipment of brake pads,Low,Christopherburgh
2025-01-22 10:27:15.376618,M178,Machinery & Equipment,Injection molding machine nozzle clog,Low,Melaniebury
2025-02-14 03:10:51.803665,M833,Sensor & Electrical,Faulty RFID scanner at inventory check,Low,Reginaview
2025-02-02 00:55:49.029269,M552,Logistics & Storage,Forklift fuel leakage,Low,Ramirezview
2025-02-07 14:28:16.759066,M861,Assembly Line,Conveyor belt misalignment,Medium,Catherinehaven
2025-01-15 16:21:17.155667,M766,Assembly Line,Robotic arm calibration failure,High,West Adrian
2025-02-07 01:31:22.820968,M478,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,East Tylerbury
2025-02-07 08:41:11.419569,M889,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,South Kaylamouth
2025-02-09 23:47:35.259141,M233,Logistics & Storage,Barcode scanner failure in warehouse,High,South Margaretfurt
2025-02-21 14:39:13.184677,M911,Assembly Line,Conveyor belt misalignment,Medium,West Stephanieside
2025-01-22 20:48:16.698490,M913,Sensor & Electrical,Faulty RFID scanner at inventory check,High,North Jessicachester
2025-02-01 13:44:16.652012,M959,Machinery & Equipment,CNC machine overheating,High,Kyleshire
2025-02-14 17:17:43.035664,M721,Machinery & Equipment,Injection molding machine nozzle clog,High,Port Kaitlynville
2025-01-29 19:13:40.213220,M702,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Michelleshire
2025-02-17 08:35:59.411019,M689,Assembly Line,Paint sprayer clogging,Medium,North Wendyfort
2025-02-25 05:44:00.326860,M369,Machinery & Equipment,Injection molding machine nozzle clog,Low,Cummingsberg
2025-01-23 03:23:36.627066,M706,Logistics & Storage,Tire storage humidity too high,Medium,New Michael
2025-01-05 02:59:31.929960,M712,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Port Maryfurt
2025-02-21 04:37:16.257937,M983,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Crawfordfurt
2025-02-06 21:42:15.053982,M345,Logistics & Storage,Forklift fuel leakage,Low,Johnsonton
2025-01-12 12:42:58.046453,M804,Assembly Line,Spot welding machine misfire,Medium,East Anthonyshire
2025-01-10 04:17:59.785042,M844,Machinery & Equipment,Lathe machine spindle failure,High,Laurenland
2025-01-03 06:55:51.139778,M632,Parts & Supply,Incorrect tire specifications received,Low,Port Jeremy
2025-01-18 07:09:23.542697,M223,Sensor & Electrical,Battery pack overheating in EV assembly,High,Lake Tylerstad
2025-02-12 21:26:13.616498,M743,Assembly Line,Spot welding machine misfire,Medium,Amyberg
2025-01-31 05:32:03.544935,M652,Assembly Line,Conveyor belt misalignment,Medium,East Janemouth
2025-02-08 01:07:08.570536,M173,Machinery & Equipment,Hydraulic press pressure loss,Medium,Gutierrezberg
2025-02-08 09:05:14.047246,M740,Machinery & Equipment,Hydraulic press pressure loss,Low,New Kathleen
2025-01-22 08:48:17.201972,M792,Parts & Supply,Defective windshield batch,Medium,Olsonland
2025-02-06 09:28:41.573013,M278,Parts & Supply,Engine block casting defects,Low,North Shanestad
2025-01-14 11:10:02.875636,M853,Parts & Supply,Defective windshield batch,Medium,Doylehaven
2025-02-23 22:02:52.190058,M208,Assembly Line,Spot welding machine misfire,High,North James
2025-02-07 03:31:10.316820,M343,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,North Barbara
2025-01-08 01:45:55.937667,M361,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Williamview
2025-02-07 23:48:49.196908,M927,Logistics & Storage,Tire storage humidity too high,High,West Lindsay
2025-02-10 21:59:14.315339,M963,Machinery & Equipment,Lathe machine spindle failure,High,Port Joshuaview
2025-01-19 13:24:02.787587,M115,Logistics & Storage,Tire storage humidity too high,Low,Branchton
2025-01-08 03:22:17.608866,M876,Assembly Line,Paint sprayer clogging,Medium,Hawkinsfort
2025-02-27 15:18:15.519013,M377,Sensor & Electrical,Battery pack overheating in EV assembly,High,Port Jessicamouth
2025-01-03 22:19:22.616539,M342,Machinery & Equipment,Hydraulic press pressure loss,Medium,Barrerafort
2025-03-02 12:38:36.552949,M671,Parts & Supply,Defective windshield batch,Medium,West Richardfort
2025-01-16 10:27:22.431987,M480,Parts & Supply,Incorrect tire specifications received,Low,Laurenview
2025-02-11 21:04:21.450209,M220,Assembly Line,Conveyor belt misalignment,Medium,East Thomas
2025-01-13 16:58:51.972823,M493,Sensor & Electrical,Battery pack overheating in EV assembly,High,Lake Andreaburgh
2025-02-05 07:49:12.349876,M717,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,New Carrie
2025-01-08 09:12:43.243761,M664,Logistics & Storage,Barcode scanner failure in warehouse,High,Jeremyton
2025-02-07 11:23:42.725861,M815,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Morganton
